Company/Brand,Sector,Amount,HeadQuarter,Funding Year,Founded,Investor
OYO,"Hospitality, Hotel, Leisure, Travel",100000000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Tabono,Sports,0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Shopkirana,"E-Commerce, Mobile, Retail",2000000.0,"Indore, Madhya Pradesh, India",2018,2020.0,unknown
Fric Bergen,Undisclosed,0.0,"Alwar, Rajasthan, India",2018,2020.0,unknown
Any time Doctor,Software,0.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
Go Payments,"Information Services, Information Technology",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Guiddoo World,"Audio, Mobile, Tourism, Travel",800000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
ION Energy,"Energy, Energy Storage, Infrastructure",1041000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
UnoTag,Artificial Intelligence,100000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
CivilCops,"Government, Information Technology, Software",100000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Rockmetric,Information Technology,0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Snapmint,"Consumer Lending, Financial Services, Lending, Personal Finance",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
artbandhu,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",15000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Survaider,"Business Intelligence, Customer Service, Market Research, SaaS",500000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Credy,"Credit, Financial Services, FinTech, Lending",1400000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
iChamp,E-Learning,5000000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Qandle,Software,1200000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Gegadyne Energy,"Automotive, Battery, Energy, Energy Storage",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
HyperXchange,"E-Commerce, Mobile, Sharing Economy",1000000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
Deftouch,Undisclosed,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Doodhwala,"Food Delivery, Organic, Organic Food",2200000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
DronaHQ,Mobile,500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
BuyForexOnline,Travel,2000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Colive.in,Consumer,1800000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Agricxlab Private Limited,"B2B, Farming, Marketplace",500000.0,"Thane, Maharashtra, India",2018,2020.0,unknown
Corefactors,Undisclosed,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Fincash.com,Wealth Management,150000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Pandorum Technologies,Biotechnology,3600000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Shirsa Labs,"Education, Gaming, Training",500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Awaaz De,"Internet, Mobile, Social Entrepreneurship, Telecommunications, Wireless",0.0,"Ahmedabad, Gujarat, India",2018,2020.0,unknown
PinkBlue,"Health Care, Hospital, Supply Chain Management",300000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Eduvanz,"Finance, Financial Services",500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Rupeek,"Financial Services, Lending",6830000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Backpacker Panda Holidays Private Limited,"Tourism, Travel",1400000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
Shape (School Health and Physical Education),Education,200000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
Placio,"Hospitality, Real Estate",2000000.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
GenRobotic,Market Research,0.0,"Trivandrum, Kerala, India",2018,2020.0,unknown
HeyHolidays,"Tourism, Travel",1000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Pratilipi,"Digital Media, EBooks, Publishing, Reading Apps",4300000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
SectorQube,"Consumer Electronics, Embedded Systems, Hardware, Smart Building, Software",0.0,"Ernakulam, Kerala, India",2018,2020.0,unknown
Food Memories,"Food and Beverage, Food Processing",0.0,"Ahmedabad, Gujarat, India",2018,2020.0,unknown
ZAMROO,"Internet, Marketplace, Shopping",0.0,"India, Asia",2018,2020.0,unknown
Silversparro Technologies Pvt. Ltd,"Analytics, Computer Vision, Enterprise Software, Machine Learning, Natural Language Processing, Speech Recognition",300000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Creator’s Gurukul,Facilities Support Services,0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Emflux Motors,"Automotive, Electric Vehicle, Energy",364846.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Tricog Health Services Pvt Ltd,"Health Care, Health Diagnostics, Predictive Analytics",4000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Scapic,"Cloud Computing, Computer, SaaS, Software",500000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
6Degree,"Fashion, Lifestyle, Retail",400000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Chrysalis (EZ Vidya),Education,0.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
Ekincare,Medical,1500000.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
Streo,Music Streaming,0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Groww,"Finance, Impact Investing, Internet",120000.0,"Kormangala, Karnataka, India",2018,2020.0,unknown
Ontrack Technologies Pvt. Ltd,Retail,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Wealthtrust,"Finance, Impact Investing, Mobile Apps",500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Faclon Labs,"Cloud Computing, Computer, Software",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
CollPoll,Education,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Zyla Health,"Health Care, Hospitality",0.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Hubhopper,"Internet, Social News, Sports",500000.0,"Delhi, Delhi, India",2018,2020.0,unknown
Rubix108 Technologies,Information Technology,1000000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
NiYO Solutions,"Finance, Financial Services, FinTech",13200000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Hippo Video,"Customer Service, Software, Video, Video Streaming",0.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
Satvacart,"E-Commerce, Food Processing",0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Daaki,Health Care,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Simulanis,Training,500000.0,"New Delhi, Delhi, India",2018,2020.0,unknown
MY CHIRAAG CAB,Travel,1000000.0,"Jaipur, Rajasthan, India",2018,2020.0,unknown
WOTU,Food and Beverage,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Flathalt,Undisclosed,50000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Trendlyne Technologies,Financial Services,200000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
HealthPlix,"Fitness, Health Care, Wellness",3000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
dishq,Undisclosed,400000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Entropik Technology,"Artificial Intelligence, Computer, Machine Learning",1100000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
myHQ,"Collaboration, Communities, Coworking, Sharing Economy",500000.0,"Delhi, Delhi, India",2018,2020.0,unknown
Trell,Undisclosed,1250000.0,"Bangalore City, Karnataka, India",2018,2020.0,unknown
Kidovators (by GyanLab),"Big Data, EdTech, Machine Learning",180000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Steradian Semiconductors,Undisclosed,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Wooden Street,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",1000000.0,"Jaipur, Rajasthan, India",2018,2020.0,unknown
The Ken,Digital Media,1500000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
SaffronStays,Undisclosed,2000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Vebbler,"File Sharing, Personalization, Social Media",0.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Foyr,"Home Decor, Interior Design",4200000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
MEngage,"Health Care, Medical Device, Mobile Apps",175000.0,"Jaipur, Rajasthan, India",2018,2020.0,unknown
Kobster,"E-Commerce, Facilities Support Services, Procurement, Supply Chain Management",0.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
McXtra,"Finance, Financial Services, Insurance",1300000.0,"Andheri, Maharashtra, India",2018,2020.0,unknown
Magic Crate,"Children, Education, Online Portals",0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
SmartVizX,"Software, Virtual Reality",1450000.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
MySEODoc,Undisclosed,0.0,"Delhi, Delhi, India",2018,2020.0,unknown
Scale Labs,Undisclosed,1000000.0,"Delhi, Delhi, India",2018,2020.0,unknown
HungerBox,"B2B, Food and Beverage, Food Delivery",4500000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Biryani By Kilo,"Catering, Food and Beverage, Food Delivery, Food Processing",1000000.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
Wholesome Habits (EAT Anytime),"Food and Beverage, Snack Food",500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
GoBumpr,"Automotive, E-Commerce, Mobile",600000.0,"Mylapore, Tamil Nadu, India",2018,2020.0,unknown
Fixpocket,"Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",250000.0,"Ahmedabad, Gujarat, India",2018,2020.0,unknown
edureka!,"Android, Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development",2000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Hashtag Loyalty Private Limited,"Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Wow Express,"Delivery, Information Technology, Mobile Apps",4500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Sqrrl Fintech,"Big Data, Business Intelligence, Financial Services, FinTech, Personal Finance",1000000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
GalaxyCard,"Finance, Financial Services, FinTech",0.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
IndiQube,"Commercial Real Estate, Coworking, Office Administration, Real Estate",15000000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
NirogStreet,"Apps, Health Care, Internet, Mobile Apps, Personal Health",300000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Pixr8,"Digital Media, Incubators, Social Entrepreneurship",50000.0,"Ghaziabad, Uttar Pradesh, India",2018,2020.0,unknown
Theranosis Life Sciences,"Biotechnology, Health Care, Life Science, Medical Device",0.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
Poshmiles Online Solutions Private Limited,Travel,0.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Reculta,"Education, Human Resources",0.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
Orbo.ai,Internet,0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Inntot Technologies,Consumer Electronics,0.0,"Kochi, Kerala, India",2018,2020.0,unknown
Zoctr Health,"Apps, Health Care, Hospital, Mobile Apps",0.0,"Powai, Assam, India",2018,2020.0,unknown
DigiConnectt Technologys,"Information Services, Information Technology",125000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Locus.sh,"Big Data, Data Visualization, Logistics, Software",4000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Sports Flashes Pvt. Ltd,"Basketball, Cricket, Cycling, eSports, Fitness, Golf, Health Care, Hockey, Sports, Swimming, Table Tennis, Volley Ball",1000000.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Inc42,"Media and Entertainment, News, Publishing",0.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Picxy,Internet,130000.0,"Guntur, Andhra Pradesh, India",2018,2020.0,unknown
Huddle,Consulting,300000.0,"Haryana, Haryana, India",2018,2020.0,unknown
Benepik,Human Resources,0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Cash Suvidha,Finance,1000000.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Smartcoin,"Big Data, Financial Services, Machine Learning, Predictive Analytics",2000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Carmel Organics,"Agriculture, AgTech, Manufacturing",0.0,"Indore, Madhya Pradesh, India",2018,2020.0,unknown
Roadcast,Undisclosed,250000.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Creditas Solutions,Financial Services,0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
UrbanPiper,Software,0.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
ShakeDeal,"B2B, E-Commerce, Enterprise",0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
HelloVerify,"Fraud Detection, Information Services, Security",0.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
Fasal,"Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",120000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Avail Finance,"Finance, FinTech, Mobile Payments",17200000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Tripeur,Information Technology,600000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Wedeterna,Wedding,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Stumagz,Digital Media,0.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
TrustCheckr,Information Technology,100000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
HealthAssure,"Fitness, Health Care, Wellness",1000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
1Crowd,"Crowdsourcing, Financial Services, Funding Platform, Venture Capital",3500000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Aarav Unmanned Systems,"Delivery, Drones, Geospatial, Robotics",0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Nua,Consumer Goods,0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Kuvera.in,Financial Services,250000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Livehealth,"Health Care, Information Technology, Management Information Systems",1100000.0,"Pune, Maharashtra, India",2018,2020.0,unknown
Gramophone,Farming,1000000.0,"Indore, Madhya Pradesh, India",2018,2020.0,unknown
Ora,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",0.0,"Kolkata, West Bengal, India",2018,2020.0,unknown
Buddy4Study.com,"Career Planning, Education, Higher Education, Service Industry",3000000.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
Predible Health,Medical Device,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Syncremedies Healthcare Pvt Ltd,"Alternative Medicine, Health Care",0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Blueleaf Cyberspace Systems,"Internet, Software",0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Toffee,Undisclosed,1500000.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
ORO Wealth,Undisclosed,1600000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
HealWell24,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",200000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Acko General Insurance,"Financial Services, Insurance, Private Social Networking",12000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
DheeYantra Research Labs,Artificial Intelligence,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Edyoo,Education,1000000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
BetterPlace Safety Solutions Pvt. Ltd.,"Human Resources, Security, Training",3000000.0,"Bangalore City, Karnataka, India",2018,2020.0,unknown
FreightBazaar,Transportation,0.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
OPEN,Banking,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
mfine,"Health Care, Hospital",4200000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Wishfie,Apps,0.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
The Social Hook,Marketing,0.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
FreightBro,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Finwego,Undisclosed,0.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
Cricnwin,"Digital Entertainment, Fantasy Sports, Gaming, Sports",0.0,"Gurgaon, Haryana, India",2018,2020.0,unknown
Wicked Ride Adventure Services Private Limited,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",10000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",40000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Gaia Smart Cities,"Smart Cities, Telecommunications",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Square Off,"Internet of Things, Robotics",1100000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
UrbanClap,"Apps, Home Services, Information Services, Information Technology",50000000.0,"Delhi, Delhi, India",2018,2020.0,unknown
Hospals,"Medical, Tourism",1500000.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Perspectico,"Career Planning, Education, Internet",0.0,"New Delhi, Delhi, India",2018,2020.0,unknown
The Souled Store,"Fashion, Graphic Design, Wearables",3000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Drivezy,"Automotive, Rental, Sharing Economy",100000000.0,"Bengaluru, Karnataka, India",2018,2020.0,unknown
Freyr Energy,"Energy, Environmental Consulting, Renewable Energy, Solar",1500000.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
NIRAMAI Health Analytix,"Health Care, Hospital",6000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Verloop,"Customer Service, Information Technology, Internet, Sales Automation",3000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Flickstree,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",0.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Paymatrix,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",100000.0,"Hyderabad, Andhra Pradesh, India",2018,2020.0,unknown
InCred,"Banking, Finance, Financial Services",41900000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
Vedantu,"EdTech, Education, Mobile, Tutoring",11000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Sportido,"Social Media, Sports",0.0,"Noida, Uttar Pradesh, India",2018,2020.0,unknown
Stelis Biopharma,Biopharma,100000000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Try & Buy,"E-Commerce, Fashion, Shopping",0.0,"New Delhi, Delhi, India",2018,2020.0,unknown
Mech Mocha,"Digital Entertainment, Mobile, PC Games",3530000.0,"Bangalore, Karnataka, India",2018,2020.0,unknown
Aldopay,Mobile Payments,200000.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
Detect Technologies,"Artificial Intelligence, Energy, Oil and Gas",3300000.0,"Chennai, Tamil Nadu, India",2018,2020.0,unknown
CashRich,"Apps, Financial Services, FinTech",1000000.0,"Mumbai, Maharashtra, India",2018,2020.0,unknown
